CNPJ_FUNDO;DT_REG;CLASSE;DT_INI_CLASSE;DT_FIM_CLASSE
44.370.059/0001-47;2021-12-02;Fundo de Renda Fixa;2021-12-02;
44.370.106/0001-52;2021-12-07;Fundo Multimercado;2021-12-07;
44.370.134/0001-70;2021-12-03;Fundo Multimercado;2021-12-03;
44.370.196/0001-81;2021-12-07;Fundo Multimercado;2021-12-07;
44.371.036/0001-57;2022-05-18;Fundo Multimercado;2022-05-18;2022-10-19
44.371.036/0001-57;2022-05-18;Fundo de Ações;2022-10-19;
44.371.529/0001-97;2022-05-18;Fundo Multimercado;2022-05-18;2022-10-19
44.371.529/0001-97;2022-05-18;Fundo de Ações;2022-10-19;
44.371.560/0001-28;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.598/0001-09;2022-05-18;Fundo Multimercado;2022-05-18;2022-09-29
44.371.598/0001-09;2022-05-18;Fundo de Renda Fixa;2022-09-29;
44.371.620/0001-02;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.650/0001-19;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.692/0001-50;2022-05-18;Fundo Multimercado;2022-05-18;2022-09-29
44.371.692/0001-50;2022-05-18;Fundo de Renda Fixa;2022-09-29;
44.371.717/0001-15;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.772/0001-05;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.808/0001-50;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.829/0001-76;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.852/0001-60;2022-05-18;Fundo Multimercado;2022-05-18;2022-11-23
44.371.852/0001-60;2022-05-18;Fundo de Renda Fixa;2022-11-23;
44.371.874/0001-20;2022-05-18;Fundo Multimercado;2022-05-18;2022-10-19
44.371.874/0001-20;2022-05-18;Fundo de Ações;2022-10-19;
44.371.890/0001-13;2022-05-18;Fundo Multimercado;2022-05-18;
44.371.922/0001-80;2022-05-18;Fundo Multimercado;2022-05-18;2022-11-22
44.371.922/0001-80;2022-05-18;Fundo de Renda Fixa;2022-11-22;
44.371.942/0001-51;2022-05-18;Fundo de Renda Fixa;2022-05-18;
44.371.977/0001-90;2022-05-18;Fundo Multimercado;2022-05-18;2022-09-29
44.371.977/0001-90;2022-05-18;Fundo de Renda Fixa;2022-09-29;
44.372.094/0001-03;2022-05-18;Fundo Multimercado;2022-05-18;
44.372.123/0001-29;2022-05-18;Fundo Multimercado;2022-05-18;2022-11-24
44.372.123/0001-29;2022-05-18;Fundo de Ações;2022-11-24;
44.372.150/0001-00;2022-05-11;Fundo Multimercado;2022-05-11;
44.372.642/0001-97;2021-11-30;Fundo de Renda Fixa;2021-11-30;
44.395.397/0001-33;2021-12-14;Fundo Multimercado;2021-12-14;
44.409.201/0001-12;2022-01-11;Fundo Multimercado;2022-01-11;
44.409.243/0001-53;2021-12-23;Fundo de Ações;2021-12-23;
44.409.267/0001-02;2021-12-14;Fundo Multimercado;2021-12-14;
44.409.284/0001-40;2021-12-14;Fundo Multimercado;2021-12-14;
44.409.288/0001-28;2022-02-14;Fundo Multimercado;2022-02-14;
44.409.295/0001-20;2022-01-28;Fundo Multimercado;2022-01-28;
44.409.302/0001-93;2022-01-27;Fundo Multimercado;2022-01-27;
44.409.309/0001-05;2022-06-23;Fundo Multimercado;2022-06-23;
44.409.315/0001-62;2022-03-03;Fundo Multimercado;2022-03-03;
44.409.325/0001-06;2022-04-18;Fundo Multimercado;2022-04-18;
44.409.327/0001-97;2021-12-14;Fundo Multimercado;2021-12-14;
44.409.344/0001-24;2021-12-28;Fundo de Renda Fixa;2021-12-27;
44.409.349/0001-57;2022-02-14;Fundo Multimercado;2022-02-14;
44.409.353/0001-15;2022-01-28;Fundo Multimercado;2022-01-28;
44.409.359/0001-92;2022-01-28;Fundo Multimercado;2022-01-28;
44.409.366/0001-94;2022-01-13;Fundo de Ações;2022-01-13;
44.409.391/0001-78;2022-01-24;Fundo Multimercado;2022-01-24;
44.409.397/0001-45;2021-12-07;Fundo Multimercado;2021-12-07;
44.409.412/0001-55;2021-12-14;Fundo Multimercado;2021-12-14;
44.409.420/0001-00;2021-12-23;Fundo Multimercado;2021-12-23;
44.409.425/0001-24;2022-01-10;Fundo de Renda Fixa;2022-01-10;
44.409.428/0001-68;2022-02-24;Fundo Multimercado;2022-02-24;
44.409.430/0001-37;2022-01-28;Fundo Multimercado;2022-01-28;
44.409.438/0001-01;2022-01-11;Fundo Multimercado;2022-01-11;
44.409.441/0001-17;2022-01-17;Fundo Multimercado;2022-01-17;
44.409.442/0001-61;2022-01-24;Fundo Multimercado;2022-01-24;
44.417.173/0001-85;2021-12-08;Fundo Multimercado;2021-12-08;
44.417.189/0001-98;2021-12-22;Fundo de Ações;2021-12-22;
44.417.212/0001-44;2021-12-08;Fundo Multimercado;2021-12-08;
44.417.227/0001-02;2021-12-08;Fundo Multimercado;2021-12-08;
44.417.248/0001-28;2021-12-09;Fundo de Renda Fixa;2021-12-09;
44.417.263/0001-76;2021-12-08;Fundo Multimercado;2021-12-08;
44.417.288/0001-70;2021-12-06;Fundo Multimercado;2021-12-06;
44.417.308/0001-02;2021-12-08;Fundo de Renda Fixa;2021-12-08;
44.417.323/0001-50;2021-12-09;Fundo de Ações;2021-12-09;
44.417.337/0001-74;2021-12-08;Fundo Multimercado;2021-12-08;
44.417.355/0001-56;2022-01-24;Fundo Multimercado;2022-01-24;
44.417.366/0001-36;2022-01-27;Fundo Multimercado;2022-01-27;
44.417.397/0001-97;2021-12-08;Fundo Multimercado;2021-12-08;
44.417.411/0001-52;2021-12-08;Fundo Multimercado;2021-12-08;
44.417.431/0001-23;2021-12-06;Fundo Multimercado;2021-12-06;
44.417.454/0001-38;2022-01-31;Fundo de Ações;2022-01-31;2022-12-26
44.417.454/0001-38;2022-01-31;Fundo de Renda Fixa;2022-12-26;
44.417.466/0001-62;2022-03-21;Fundo Multimercado;2022-03-21;
44.417.484/0001-44;2022-01-31;Fundo de Ações;2022-01-31;
44.417.495/0001-24;2022-01-31;Fundo de Ações;2022-01-31;
44.417.507/0001-10;2021-12-15;Fundo Multimercado;2021-12-15;
44.417.522/0001-69;2022-01-31;Fundo de Ações;2022-01-31;
44.417.536/0001-82;2022-04-27;Fundo Multimercado;2022-04-27;
44.417.548/0001-07;2022-01-24;Fundo de Ações;2022-01-24;
44.417.561/0001-66;2022-01-18;Fundo Multimercado;2022-01-18;
44.417.580/0001-92;2022-01-31;Fundo Multimercado;2022-01-31;
44.417.598/0001-94;2022-02-14;Fundo Multimercado;2022-02-14;
44.417.610/0001-60;2021-12-22;Fundo Multimercado;2021-12-22;
44.417.627/0001-18;2022-06-28;Fundo Multimercado;2022-06-28;
44.417.639/0001-42;2022-02-04;Fundo de Ações;2022-02-04;
44.428.806/0001-50;2022-09-25;Fundo Multimercado;2022-09-25;
44.428.854/0001-49;2022-09-25;Fundo Multimercado;2022-09-25;
44.429.101/0001-58;2022-10-04;Fundo Multimercado;2022-10-04;
44.431.502/0001-42;2021-12-23;Fundo Multimercado;2021-12-23;
44.431.549/0001-06;2022-02-01;Fundo de Ações;2022-02-01;
44.431.586/0001-14;2022-02-01;Fundo de Ações;2022-02-01;
44.431.620/0001-50;2022-01-21;Fundo Multimercado;2022-01-21;
44.431.655/0001-90;2022-02-02;Fundo de Ações;2022-02-02;
44.431.686/0001-40;2022-02-02;Fundo de Ações;2022-02-02;
44.431.718/0001-08;2022-02-01;Fundo de Ações;2022-02-01;
44.431.760/0001-29;2022-02-04;Fundo Cambial;2022-02-04;
44.431.925/0001-62;2022-01-19;Fundo de Ações;2022-01-19;
44.431.973/0001-50;2022-02-03;Fundo de Ações;2022-02-03;
44.431.988/0001-19;2022-02-02;Fundo de Ações;2022-02-02;
44.432.048/0001-44;2022-02-01;Fundo de Ações;2022-02-01;
44.432.103/0001-04;2021-12-28;Fundo de Ações;2021-12-28;
44.432.351/0001-47;2021-12-28;Fundo de Ações;2021-12-28;
44.432.390/0001-44;2022-02-03;Fundo Multimercado;2022-02-03;
44.432.429/0001-23;2022-02-01;Fundo de Ações;2022-02-01;
44.432.450/0001-29;2022-02-01;Fundo de Ações;2022-02-01;
44.432.479/0001-00;2022-05-06;Fundo Multimercado;2022-05-06;
44.432.505/0001-09;2022-02-01;Fundo de Ações;2022-02-01;
44.434.841/0001-82;2021-12-28;Fundo Multimercado;2021-12-27;
44.434.863/0001-42;2021-12-07;Fundo de Ações;2021-12-07;
44.434.880/0001-80;2021-12-22;Fundo de Ações;2021-12-22;
44.434.888/0001-46;2021-12-14;Fundo Multimercado;2021-12-14;
44.434.898/0001-81;2021-12-14;Fundo Multimercado;2021-12-14;2022-06-06
44.434.898/0001-81;2021-12-14;Fundo de Renda Fixa;2022-06-06;
44.434.910/0001-58;2021-12-28;Fundo Multimercado;2021-12-28;
44.434.922/0001-82;2022-06-27;Fundo de Renda Fixa;2022-06-27;
44.434.933/0001-62;2021-12-09;Fundo de Ações;2021-12-09;
44.434.946/0001-31;2021-12-03;Fundo Multimercado;2021-12-03;
44.434.985/0001-39;2021-12-07;Fundo de Renda Fixa;2021-12-07;
44.435.003/0001-23;2021-12-20;Fundo de Ações;2021-12-20;
44.435.021/0001-05;2021-12-29;Fundo Multimercado;2021-12-29;
44.435.038/0001-62;2022-06-29;Fundo Multimercado;2022-06-29;
44.435.050/0001-77;2021-12-09;Fundo Multimercado;2021-12-09;
44.435.061/0001-57;2021-12-08;Fundo de Renda Fixa;2021-12-08;
44.435.083/0001-17;2021-12-03;Fundo Multimercado;2021-12-03;
44.435.103/0001-50;2022-02-14;Fundo Multimercado;2022-02-14;
44.435.124/0001-75;2022-02-24;Fundo de Renda Fixa;2022-02-24;
44.435.258/0001-96;2021-12-13;Fundo de Ações;2021-12-13;
44.435.320/0001-40;2022-01-06;Fundo de Renda Fixa;2022-01-06;
44.435.332/0001-74;2022-01-07;Fundo Multimercado;2022-01-07;
44.435.340/0001-10;2022-01-11;Fundo Multimercado;2022-01-11;
44.435.358/0001-12;2022-01-06;Fundo de Renda Fixa;2022-01-06;
44.435.367/0001-03;2022-01-10;Fundo Multimercado;2022-01-10;
44.435.379/0001-38;2022-04-27;Fundo Multimercado;2022-04-27;
44.458.543/0001-22;2022-01-28;Fundo Multimercado;2022-01-28;
44.458.575/0001-28;2022-01-28;Fundo Multimercado;2022-01-28;
44.458.613/0001-42;2022-01-28;Fundo Multimercado;2022-01-28;
44.458.641/0001-60;2022-03-15;Fundo Multimercado;2022-03-15;
44.458.658/0001-17;2022-04-05;Fundo Multimercado;2022-04-05;
44.458.681/0001-01;2022-04-11;Fundo de Ações;2022-04-11;
44.458.711/0001-80;2022-01-28;Fundo Multimercado;2022-01-28;
44.458.970/0001-00;2022-01-28;Fundo Multimercado;2022-01-28;
44.458.992/0001-70;2022-01-28;Fundo Multimercado;2022-01-28;
44.459.081/0001-68;2022-06-20;Fundo Multimercado;2022-06-20;
44.459.107/0001-78;2022-03-23;Fundo Multimercado;2022-03-23;
44.459.125/0001-50;2022-03-29;Fundo Multimercado;2022-03-29;
44.459.200/0001-82;2022-12-09;Fundo de Renda Fixa;2022-12-09;
44.459.222/0001-42;2021-12-24;Fundo Multimercado;2021-12-24;
44.459.233/0001-22;2021-12-24;Fundo Multimercado;2021-12-24;
44.459.265/0001-28;2021-12-24;Fundo Multimercado;2021-12-24;
44.459.289/0001-87;2021-12-24;Fundo de Renda Fixa;2021-12-24;
44.459.312/0001-33;2022-01-28;Fundo Multimercado;2022-01-28;
44.459.340/0001-50;2021-12-24;Fundo Multimercado;2021-12-24;
44.459.368/0001-98;2021-12-24;Fundo Multimercado;2021-12-24;
44.459.389/0001-03;2021-12-24;Fundo Multimercado;2021-12-24;
44.459.465/0001-80;2022-02-17;Fundo Multimercado;2022-02-17;
44.459.491/0001-09;2022-02-23;Fundo de Renda Fixa;2022-02-23;
44.459.512/0001-96;2022-02-23;Fundo de Renda Fixa;2022-02-23;
44.459.528/0001-07;2022-02-17;Fundo de Ações;2022-02-17;
44.459.540/0001-03;2022-02-23;Fundo de Renda Fixa;2022-02-23;
44.459.558/0001-05;2022-02-18;Fundo Multimercado;2022-02-18;
44.459.572/0001-09;2022-02-24;Fundo Multimercado;2022-02-24;
44.459.897/0001-91;2021-12-28;Fundo Multimercado;2021-12-27;
44.459.913/0001-46;2022-05-18;Fundo Multimercado;2022-05-18;
44.465.567/0001-09;2021-12-07;Fundo Multimercado;2021-12-07;
44.465.583/0001-00;2021-12-07;Fundo Multimercado;2021-12-07;
44.465.669/0001-24;2021-12-16;Fundo Multimercado;2021-12-16;
44.466.287/0001-15;2021-12-24;Fundo de Renda Fixa;2021-12-24;
44.466.536/0001-72;2022-01-27;Fundo de Ações;2022-01-26;
44.479.461/0001-64;2022-08-26;Fundo Multimercado;2022-08-26;
44.479.728/0001-13;2022-06-10;Fundo de Ações;2022-06-10;
44.479.751/0001-08;2022-02-09;Fundo Multimercado;2022-02-09;
44.479.771/0001-89;2022-02-04;Fundo Multimercado;2022-02-04;
44.479.793/0001-49;2022-01-31;Fundo Multimercado;2022-01-31;
44.479.812/0001-37;2022-01-31;Fundo de Ações;2022-01-31;
44.479.825/0001-06;2022-06-09;Fundo de Ações;2022-06-09;
44.479.850/0001-90;2022-02-09;Fundo de Ações;2022-02-09;
44.479.860/0001-25;2021-12-22;Fundo de Ações;2021-12-22;
44.479.887/0001-18;2022-02-09;Fundo de Ações;2022-02-09;
44.479.901/0001-83;2022-02-04;Fundo de Ações;2022-02-04;
44.479.917/0001-96;2022-02-09;Fundo Multimercado;2022-02-09;
44.479.929/0001-10;2021-12-14;Fundo Multimercado;2021-12-14;
44.479.943/0001-14;2022-02-14;Fundo Multimercado;2022-02-14;
44.479.964/0001-30;2022-06-10;Fundo de Ações;2022-06-10;
44.479.980/0001-22;2022-02-04;Fundo Multimercado;2022-02-04;
44.479.995/0001-90;2022-04-14;Fundo Multimercado;2022-04-14;
44.480.022/0001-71;2022-02-04;Fundo de Ações;2022-02-04;
44.489.239/0001-42;2022-02-22;Fundo Multimercado;2022-02-22;
44.489.429/0001-60;2022-08-12;Fundo de Ações;2022-08-12;
44.489.487/0001-93;2021-12-22;Fundo de Ações;2021-12-22;
44.489.513/0001-83;2022-01-06;Fundo Multimercado;2022-01-06;
44.489.547/0001-78;2022-03-10;Fundo de Ações;2022-03-10;
44.489.601/0001-85;2022-01-06;Fundo Multimercado;2022-01-06;
44.489.711/0001-47;2021-12-22;Fundo de Ações;2021-12-22;
44.489.766/0001-57;2022-02-08;Fundo de Ações;2022-02-08;
44.489.832/0001-99;2022-10-20;Fundo Multimercado;2022-10-20;
44.489.890/0001-12;2022-01-06;Fundo Multimercado;2022-01-06;
44.489.956/0001-74;2022-01-06;Fundo Multimercado;2022-01-06;
44.490.839/0001-20;2022-01-06;Fundo Multimercado;2022-01-06;
44.490.912/0001-64;2022-06-29;Fundo Multimercado;2022-06-29;
44.490.941/0001-26;2022-06-29;Fundo Multimercado;2022-06-29;
44.491.013/0001-86;2022-06-29;Fundo Multimercado;2022-06-29;
44.491.029/0001-99;2022-10-31;Fundo Multimercado;2022-10-31;
44.491.064/0001-08;2022-02-11;Fundo Multimercado;2022-02-11;
44.513.663/0001-85;2021-12-28;Fundo Multimercado;2021-12-27;
44.513.912/0001-32;2021-12-28;Fundo Multimercado;2021-12-27;
44.515.588/0001-91;2022-01-18;Fundo de Ações;2022-01-18;
44.515.610/0001-01;2021-12-28;Fundo de Ações;2021-12-28;
44.515.635/0001-05;2022-01-03;Fundo de Ações;2022-01-03;
44.515.663/0001-14;2021-12-14;Fundo de Ações;2021-12-14;
44.515.697/0001-09;2021-12-14;Fundo Multimercado;2021-12-14;
44.515.784/0001-66;2021-12-22;Fundo de Ações;2021-12-22;
44.515.803/0001-54;2021-12-13;Fundo de Ações;2021-12-13;
44.515.825/0001-14;2022-02-11;Fundo de Ações;2022-02-11;
44.515.837/0001-49;2021-12-22;Fundo Multimercado;2021-12-22;
44.515.852/0001-97;2022-01-13;Fundo de Ações;2022-01-13;
44.515.876/0001-46;2022-01-05;Fundo de Ações;2022-01-05;
44.515.891/0001-94;2022-07-04;Fundo Multimercado;2022-07-04;
44.515.943/0001-22;2021-12-15;Fundo Multimercado;2021-12-15;2022-03-21
44.515.943/0001-22;2021-12-15;Fundo de Ações;2022-03-21;2022-06-15
44.515.943/0001-22;2021-12-15;Fundo Multimercado;2022-06-15;
44.515.964/0001-48;2021-12-22;Fundo de Renda Fixa;2021-12-22;
44.526.985/0001-69;2022-02-24;Fundo Multimercado;2022-02-24;
44.527.027/0001-02;2022-02-24;Fundo Multimercado;2022-02-24;
44.527.046/0001-39;2022-02-24;Fundo Multimercado;2022-02-24;
44.527.464/0001-26;2022-02-24;Fundo Multimercado;2022-02-24;
44.543.934/0001-45;2022-05-16;Fundo Multimercado;2022-05-13;
44.544.004/0001-06;2021-12-17;Fundo Multimercado;2021-12-17;
44.544.074/0001-64;2022-04-13;FMP-FGTS;2022-04-13;
44.544.092/0001-46;2022-05-13;Fundo Multimercado;2022-05-12;
44.544.107/0001-76;2022-05-19;Fundo Multimercado;2022-05-19;
44.544.136/0001-38;2022-05-27;Fundo de Renda Fixa;2022-05-27;
44.544.152/0001-20;2022-05-23;Fundo Multimercado;2022-05-23;
44.544.193/0001-17;2022-08-09;Fundo Multimercado;2022-08-09;
44.544.240/0001-22;2022-09-15;Fundo Multimercado;2022-09-15;
44.544.250/0001-68;2022-05-24;Fundo Multimercado;2022-05-24;
44.544.462/0001-45;2022-01-31;Fundo de Ações;2022-01-31;
44.544.562/0001-71;2022-05-24;Fundo Multimercado;2022-05-24;
44.570.960/0001-62;2021-12-14;Fundo Multimercado;2021-12-14;2021-12-16
44.570.960/0001-62;2021-12-14;Fundo de Renda Fixa;2021-12-16;2022-07-28
44.570.960/0001-62;2021-12-14;Fundo Multimercado;2022-07-28;
44.571.030/0001-23;2022-06-29;Fundo Multimercado;2022-06-29;
44.571.204/0001-58;2022-01-10;Fundo Multimercado;2022-01-10;
44.571.837/0001-66;2022-01-14;Fundo Multimercado;2022-01-14;
44.573.986/0001-64;2021-12-27;Fundo Multimercado;2021-12-27;
44.574.007/0001-92;2021-12-28;Fundo Multimercado;2021-12-28;
44.574.022/0001-30;2022-01-17;Fundo Multimercado;2022-01-17;
44.574.109/0001-08;2022-02-01;Fundo Multimercado;2022-02-01;
44.574.201/0001-78;2022-01-10;Fundo de Ações;2022-01-10;
44.574.216/0001-36;2022-01-03;Fundo de Ações;2022-01-03;
44.574.229/0001-05;2022-05-02;Fundo Multimercado;2022-05-02;
44.574.244/0001-53;2022-01-04;Fundo Multimercado;2022-01-04;
44.574.258/0001-77;2021-12-28;Fundo de Ações;2021-12-28;
44.574.268/0001-02;2021-12-28;Fundo Multimercado;2021-12-28;
44.574.280/0001-17;2022-05-26;Fundo Multimercado;2022-05-26;2022-06-06
44.574.280/0001-17;2022-05-26;Fundo de Ações;2022-06-06;
44.574.294/0001-30;2022-01-04;Fundo de Renda Fixa;2022-01-04;
44.574.307/0001-71;2022-01-04;Fundo de Ações;2022-01-04;
44.574.326/0001-06;2021-12-22;Fundo Multimercado;2021-12-22;
44.574.334/0001-44;2022-01-13;Fundo Multimercado;2022-01-13;
44.585.087/0001-81;2022-01-21;Fundo Multimercado;2022-01-21;
44.585.287/0001-34;2021-12-22;Fundo Multimercado;2021-12-22;
44.585.418/0001-83;2022-05-06;Fundo Multimercado;2022-05-06;
44.585.744/0001-90;2022-01-04;Fundo Multimercado;2022-01-04;
44.585.812/0001-11;2022-01-13;Fundo Multimercado;2022-01-13;
44.585.924/0001-72;2021-12-28;Fundo de Ações;2021-12-28;
44.585.973/0001-05;2022-01-13;Fundo Multimercado;2022-01-13;
44.586.421/0001-11;2021-12-16;Fundo Multimercado;2021-12-16;
44.602.870/0001-06;2022-09-09;Fundo de Ações;2022-09-09;
44.602.881/0001-96;2022-03-07;Fundo Multimercado;2022-03-07;
44.602.909/0001-95;2022-02-21;Fundo Multimercado;2022-02-21;
44.602.930/0001-90;2022-03-08;Fundo Multimercado;2022-03-08;
44.602.950/0001-61;2022-03-08;Fundo Multimercado;2022-03-08;
44.602.967/0001-19;2022-08-19;Fundo Multimercado;2022-08-19;
44.602.982/0001-67;2022-03-07;Fundo Multimercado;2022-03-07;
44.602.994/0001-91;2022-03-29;Fundo de Ações;2022-03-29;
44.603.005/0001-84;2022-03-04;Fundo Multimercado;2022-03-04;
44.603.024/0001-00;2022-03-24;Fundo de Ações;2022-03-24;
44.603.433/0001-07;2021-12-20;Fundo de Renda Fixa;2021-12-20;
44.613.609/0001-01;2022-02-01;Fundo de Ações;2022-02-01;
44.613.679/0001-60;2022-02-04;Fundo Multimercado;2022-02-04;
44.613.740/0001-79;2022-01-31;Fundo Multimercado;2022-01-31;
44.613.774/0001-63;2021-12-22;Fundo Multimercado;2021-12-22;
44.613.956/0001-34;2022-01-18;Fundo Multimercado;2022-01-18;
44.613.994/0001-97;2022-01-18;Fundo Multimercado;2022-01-18;
44.614.060/0001-70;2022-01-21;Fundo Multimercado;2022-01-21;
44.614.111/0001-63;2022-01-18;Fundo de Renda Fixa;2022-01-18;
44.614.158/0001-27;2022-01-13;Fundo Multimercado;2022-01-13;
44.614.202/0001-07;2022-01-13;Fundo Multimercado;2022-01-13;
44.614.243/0001-95;2022-01-04;Fundo de Ações;2022-01-04;
44.614.278/0001-24;2022-01-04;Fundo Multimercado;2022-01-04;
44.614.300/0001-36;2022-05-13;Fundo Multimercado;2022-05-12;
44.614.341/0001-22;2021-12-22;Fundo Multimercado;2021-12-22;
44.614.872/0001-15;2022-02-25;Fundo Multimercado;2022-02-25;
44.614.948/0001-02;2022-02-25;Fundo Multimercado;2022-02-25;
44.614.983/0001-21;2022-02-25;Fundo Multimercado;2022-02-25;
44.615.192/0001-16;2022-02-25;Fundo Multimercado;2022-02-25;
44.615.320/0001-21;2022-02-22;Fundo Multimercado;2022-02-22;
44.615.361/0001-18;2022-02-24;Fundo Multimercado;2022-02-24;
44.615.400/0001-87;2022-02-24;Fundo Multimercado;2022-02-24;2022-11-07
44.615.400/0001-87;2022-02-24;Fundo de Renda Fixa;2022-11-07;
44.615.439/0001-02;2022-03-11;Fundo Multimercado;2022-03-11;
44.615.480/0001-70;2022-03-14;Fundo Multimercado;2022-03-14;
44.615.750/0001-43;2022-02-23;Fundo Multimercado;2022-02-23;
44.615.779/0001-25;2022-03-03;Fundo Multimercado;2022-03-03;
44.626.089/0001-71;2022-03-24;Fundo Multimercado;2022-03-22;
44.638.439/0001-10;2022-01-19;Fundo de Renda Fixa;2022-01-19;
44.638.584/0001-09;2022-08-09;Fundo Multimercado;2022-08-15;
44.642.085/0001-87;2022-11-08;Fundo Multimercado;2022-11-08;
44.642.367/0001-84;2022-01-20;Fundo de Ações;2022-01-20;
44.642.410/0001-01;2022-01-27;Fundo Multimercado;2022-01-27;
44.642.511/0001-82;2022-02-04;Fundo Multimercado;2022-02-04;
44.642.543/0001-88;2022-02-22;Fundo de Renda Fixa;2022-02-22;
44.642.622/0001-99;2022-02-07;Fundo de Ações;2022-02-07;
44.642.665/0001-74;2022-03-15;Fundo Multimercado;2022-03-15;
44.642.691/0001-00;2022-05-02;Fundo Multimercado;2022-05-02;2022-08-17
44.642.691/0001-00;2022-05-02;Fundo de Ações;2022-08-17;
44.642.748/0001-63;2022-01-21;Fundo Multimercado;2022-01-21;
44.642.784/0001-27;2022-01-10;Fundo Multimercado;2022-01-10;
44.642.850/0001-69;2022-01-10;Fundo Multimercado;2022-01-10;
44.642.876/0001-07;2022-01-10;Fundo Multimercado;2022-01-10;
44.642.905/0001-30;2022-02-22;Fundo de Renda Fixa;2022-02-22;
44.642.935/0001-47;2022-01-10;Fundo Multimercado;2022-01-10;
44.642.956/0001-62;2022-05-24;Fundo Multimercado;2022-05-24;
44.642.984/0001-80;2022-01-10;Fundo Multimercado;2022-01-10;
44.643.002/0001-74;2022-05-24;Fundo Multimercado;2022-05-24;
44.643.028/0001-12;2022-02-23;Fundo de Ações;2022-02-23;
44.643.074/0001-11;2022-03-24;Fundo Multimercado;2022-03-24;
44.643.117/0001-69;2022-05-13;Fundo Multimercado;2022-05-12;
44.643.160/0001-24;2022-07-08;Fundo de Renda Fixa;2022-07-08;
44.643.171/0001-04;2022-03-10;Fundo de Ações;2022-03-10;2022-06-15
44.643.171/0001-04;2022-03-10;Fundo Multimercado;2022-06-15;
44.643.192/0001-20;2022-03-29;Fundo de Renda Fixa;2022-03-29;
44.643.217/0001-95;2022-04-22;Fundo de Renda Fixa;2022-04-22;
44.643.246/0001-57;2022-03-10;Fundo Multimercado;2022-03-10;
44.643.273/0001-20;2022-03-15;Fundo Multimercado;2022-03-15;
44.657.854/0001-10;2022-03-07;Fundo de Ações;2022-03-07;
44.657.982/0001-64;2021-12-27;Fundo Multimercado;2021-12-27;
44.668.902/0001-76;2021-12-28;Fundo Multimercado;2021-12-28;
44.669.499/0001-08;2022-07-29;Fundo Multimercado;2022-07-29;
44.669.531/0001-47;2022-02-08;Fundo Multimercado;2022-02-08;
44.669.557/0001-95;2022-02-18;Fundo Multimercado;2022-02-18;
44.669.655/0001-22;2022-07-06;Fundo Multimercado;2022-07-06;
44.669.666/0001-02;2022-08-24;Fundo Multimercado;2022-08-24;
44.669.670/0001-70;2022-02-23;Fundo Multimercado;2022-02-23;
44.672.489/0001-13;2022-01-07;Fundo Multimercado;2022-01-07;
44.672.512/0001-70;2022-01-03;Fundo Multimercado;2022-01-03;
44.672.622/0001-31;2022-04-08;Fundo Multimercado;2022-04-08;
44.672.703/0001-31;2022-03-28;Fundo Multimercado;2022-03-28;
